Symbol,Company,Market,Industry,Sector,MySector,ESector,SET50,SET100
2S,2S METAL PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
2S-W1,2S METAL PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
7UP,SEVEN UTILITIES AND POWER PUBLIC COMPANY LIMITED,SET,Technology,Information & Communication Technology,ICT,ICT,,
7UP-W2,SEVEN UTILITIES AND POWER PUBLIC COMPANY LIMITED,SET,Technology,Information & Communication Technology,ICT,ICT,,
A,AREEYA PROPERTY PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,ZNOT,PROP,,
A5,ASSET FIVE GROUP PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
AAV,ASIA AVIATION PUBLIC COMPANY LIMITED,SET,Services,Transportation & Logistics,Transport,TRANS,,1
ABC,ASSET BRIGHT PUBLIC COMPANY LIMITED,SET,Consumer Products,Fashion,ZNOT,FASHION,,
ABC-W1,ASSET BRIGHT PUBLIC COMPANY LIMITED,SET,Consumer Products,Fashion,ZNOT,FASHION,,
ABC-W2,ASSET BRIGHT PUBLIC COMPANY LIMITED,SET,Consumer Products,Fashion,ZNOT,FASHION,,
ABICO,ABICO HOLDINGS PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
ABM,ASIA BIOMASS PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
ABPIF,AMATA B. GRIMM POWER POWER PLANT INFRASTRUCTURE FUND,SET,Resources,Energy & Utilities,Energy,ENERG,,
ACAP,ACAP ADVISORY PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
ACAP-W1,ACAP ADVISORY PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
ACAP-W2,ACAP ADVISORY PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
ACC,ADVANCED CONNECTION CORPORATION PUBLIC COMPANY,SET,Consumer Products,Home & Office Products,HomeOffice,HOME,,
ACC-W1,ADVANCED CONNECTION CORPORATION PUBLIC COMPANY,SET,Consumer Products,Home & Office Products,HomeOffice,HOME,,
ACD,ASIA CORPORATE DEVELOPMENT PUBLIC COMPANY LIMITED,SET,Services,Tourism & Leisure,Tourism,TOURISM,,
ACD-W2,ASIA CORPORATE DEVELOPMENT PUBLIC COMPANY LIMITED,SET,Services,Tourism & Leisure,Tourism,TOURISM,,
ACD-W4,ASIA CORPORATE DEVELOPMENT PUBLIC COMPANY LIMITED,SET,Services,Tourism & Leisure,Tourism,TOURISM,,
ACG,AUTOCORP HOLDING PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
ADAM,ADAMAS INCORPORATION PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
ADB,APPLIED DB PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
ADVANC,ADVANCED INFO SERVICE PUBLIC COMPANY LIMITED,SET,Technology,Information & Communication Technology,ICT,ICT,1,1
AEC,AEC SECURITIES PUBLIC COMPANY LIMITED,SET,Financials,Finance and Securities,Broker,FIN,,
AEC-W2,AEC SECURITIES PUBLIC COMPANY LIMITED,SET,Financials,Finance and Securities,Broker,FIN,,
AEC-W4,AEC SECURITIES PUBLIC COMPANY LIMITED,SET,Financials,Finance and Securities,Broker,FIN,,
AEONTS,AEON THANA SINSAP (THAILAND) PUBLIC COMPANY LIMITED,SET,Financials,Finance and Securities,Leasing,FIN,,1
AF,AIRA FACTORING PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
AFC,ASIA FIBER PUBLIC COMPANY LIMITED,SET,Consumer Products,Fashion,ZNOT,FASHION,,
AGE,ASIA GREEN ENERGY PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
AGE-W1,ASIA GREEN ENERGY PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
AH,AAPICO HITECH PUBLIC COMPANY LIMITED,SET,Industrials,Automotive,Automotive,AUTO,,
AHC,AIKCHOL HOSPITAL PUBLIC COMPANY LIMITED,SET,Services,Health Care Services,ZNOT,HELTH,,
AI,ASIAN INSULATORS PUBLIC COMPANY LIMITED,SET,Resources,Energy & Utilities,Energy,ENERG,,
AIE,AI ENERGY PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
AIM,ABSOLUTE IMPACT PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
AIMCG,AIM COMMERCIAL GROWTH LEASEHOLD REAL ESTATE INVESTMENT TRUST,SET,Property & Construction,Property Fund,ZNOT,PFUND,,
AIMIRT,AIM INDUSTRIAL GROWTH FREEHOLD AND LEASEHOLD,SET,Property & Construction,Property Fund,ZNOT,PFUND,,
AIM-W1,ABSOLUTE IMPACT PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
AIM-W2,ABSOLUTE IMPACT PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
AIRA,AIRA CAPITAL PUBLIC COMPANY LIMITED,mai,Financials,Finance and Securities,Leasing,FIN,,
AIRA-W1,AIRA CAPITAL PUBLIC COMPANY LIMITED,mai,Financials,Finance and Securities,Leasing,FIN,,
AIRA-W2,AIRA CAPITAL PUBLIC COMPANY LIMITED,mai,Financials,Finance and Securities,Leasing,FIN,,
AIT,"ADVANCED INFORMATION TECHNOLOGY PUBLIC CO.,LTD.",SET,Technology,Information & Communication Technology,ICT,ICT,,
AIT-W1,"ADVANCED INFORMATION TECHNOLOGY PUBLIC CO.,LTD.",SET,Technology,Information & Communication Technology,ZNOT,ZNOT,,
AJ,A.J. PLAST PUBLIC COMPANY LIMITED,SET,Industrials,Packaging,Packaging,PKG,,
AJA,AJ ADVANCE TECHNOLOGY PUBLIC COMPANY LIMITED,SET,Consumer Products,Home & Office Products,HomeOffice,HOME,,
AJA-W1,AJ ADVANCE TECHNOLOGY PUBLIC COMPANY LIMITED,SET,Consumer Products,Home & Office Products,HomeOffice,HOME,,
AJD,CROWN TECH ADVANCE PUBLIC COMPANY LIMITED,SET,Consumer Products,Home & Office Products,HomeOffice,HOME,,
AJD-W1,CROWN TECH ADVANCE PUBLIC COMPANY LIMITED,SET,Consumer Products,Home & Office Products,HomeOffice,HOME,,
AJD-W2,CROWN TECH ADVANCE PUBLIC COMPANY LIMITED,SET,Consumer Products,Home & Office Products,HomeOffice,HOME,,
AJP,AJP,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
AJP-W1,AJP,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
AKP,AKKHIE PRAKARN PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,Professional,PROF,,
AKR,EKARAT ENGINEERING PUBLIC COMPANY LIMITED,SET,Resources,Energy & Utilities,ZNOT,ENERG,,
AKR-W1,EKARAT ENGINEERING PUBLIC COMPANY LIMITED,SET,Resources,Energy & Utilities,ZNOT,ENERG,,
ALL,ALL INSPIRE DEVELOPMENT PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
ALLA,ALLA PUBLIC COMPANY LIMITED,SET,Industrials,Industrial Materials & Machinery,Industrial Materials,IMM,,
ALT,ALT TELECOM PUBLIC COMPANY LIMITED,SET,Technology,Information & Communication Technology,ICT,ICT,,
ALT-W1,ALT TELECOM PUBLIC COMPANY LIMITED,SET,Technology,Information & Communication Technology,ICT,ICT,,
ALUCON,ALUCON PUBLIC COMPANY LIMITED,SET,Industrials,Packaging,ZNOT,PKG,,
AMA,AMA MARINE PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
AMANAH,AMANAH LEASING PUBLIC COMPANY LIMITED,SET,Financials,Finance and Securities,Leasing,FIN,,
AMARIN,RS PUBLIC COMPANY LIMITED,SET,Services,Media & Publishing,Media,MEDIA,,
AMATA,AMATA CORPORATION PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,Industrial Park,PROP,,1
AMATAR,AMATA SUMMIT GROWTH FREEHOLD AND LEASEHOLD REAL ESTATE INVESTMENT TRUST,SET,Property & Construction,Property Fund,ZNOT,PFUND,,
AMATAV,AMATA CORPORATION PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,Industrial Park,PROP,,
AMC,ASIA METAL PUBLIC COMPANY LIMITED,SET,Industrials,Steel,Steel,STEEL,,
AMC-W1,ASIA METAL PUBLIC COMPANY LIMITED,SET,Industrials,Steel,ZNOT,STEEL,,
ANAN,ANANDA DEVELOPMENT PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,PROPERTY,PROP,,1
AOT,AIRPORTS OF THAILAND PUBLIC COMPANY LIMITED,SET,Services,Transportation & Logistics,Transport,TRANS,1,1
AP,ASIAN PROPERTY DEVELOPMENT PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,PROPERTY,PROP,,1
APCO,ASIAN PHYTOCEUTICALS PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
APCS,ASIA PRECISION PUBLIC COMPANY LIMITED,SET,Industrials,Automotive,Automotive,AUTO,,
APEX,APEX DEVELOPMENT PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,CONS,CONS,,
APEX-W1,APEX DEVELOPMENT PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,CONS,CONS,,
APRINT,AMARIN PRINTING AND PUBLISHING PUBLIC COMPANY LIMITED,SET,Services,Media & Publishing,Media,MEDIA,,
APURE,AGRIPURE HOLDINGS PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Food and Beverage,ZNOT,FOOD,,
APURE-W2,AGRIPURE HOLDINGS PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Food and Beverage,ZNOT,FOOD,,
APX,APX : APEX DEVELOPMENT PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,CONS,CONS,,
AQ,AQ ESTATE PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,CONS,CONS,,
AQUA,AQUA CORPORATION PUBLIC COMPANY LIMITED,SET,Services,Media & Publishing,ZNOT,MEDIA,,
AQUA-W2,AQUA CORPORATION PUBLIC COMPANY LIMITED,SET,Services,Media & Publishing,ZNOT,MEDIA,,
AQ-W2,AQ ESTATE PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,CONS,CONS,,
AQ-W3,AQ ESTATE PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,CONS,CONS,,
AQ-W4,AQ ESTATE PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,CONS,CONS,,
ARIN,ARINSIRI LAND PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
ARIP,ARIP PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
ARROW,ARROW SYNDICATE PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
AS,ASIASOFT CORPORATION PUBLIC COMPANY LIMITED,SET,Services,Media & Publishing,ZNOT,MEDIA,,
ASAP,SYNERGETIC AUTO PERFORMANCE PUBLIC COMPANY LIMITED,SET,Financials,Finance and Securities,Broker,FIN,,
ASCON,ASCON CONSTRUCTION PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,CONS,CONS,,
ASEFA,ASEFA PUBLIC COMPANY LIMITED,SET,Industrials,Industrial Materials & Machinery,Industrial Materials,IMM,,
ASIA,ASIA HOTEL PUBLIC COMPANY LIMITED,SET,Services,Tourism & Leisure,ZNOT,TOURISM,,
ASIAN,ASIAN SEAFOODS COLDSTORAGE PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Agribusiness,ZNOT,AGRI,,
ASIMAR,ASIAN MARINE SERVICES PUBLIC COMPANY LIMITED,SET,Services,Transportation & Logistics,Transport,TRANS,,
ASK,ASIA SERMKIJ LEASING PUBLIC COMPANY LIMITED,SET,Financials,Finance and Securities,Leasing,FIN,,
ASN,ASN BROKER PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
ASP,ASIA PLUS SECURITIES PUBLIC COMPANY LIMITED,SET,Financials,Finance and Securities,Broker,FIN,,
AS-W1,ASIASOFT CORPORATION PUBLIC COMPANY LIMITED,SET,Services,Media & Publishing,ZNOT,MEDIA,,
ATP30,ATP30 PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
ATP30-W1,ATP30 PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
AU,AFTER YOU PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
AUCT,UNION AUCTION PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
AYUD,SRI AYUDHYA CAPITAL PUBLIC COMPANY LIMITED,SET,Financials,Insurance,ZNOT,INSUR,,
AYUD-W1,SRI AYUDHYA CAPITAL PUBLIC COMPANY LIMITED,SET,Financials,Insurance,ZNOT,INSUR,,
B,BEGISTICS PUBLIC COMPANY LIMITED,SET,Services,Transportation & Logistics,Transport,TRANS,,
B52,B-52 CAPITAL PUBLIC COMPANY LIMITED,SET,Consumer Products,Fashion,ZNOT,FASHION,,
B52-W2,B-52 CAPITAL PUBLIC COMPANY LIMITED,SET,Consumer Products,Fashion,ZNOT,FASHION,,
BA,BANGKOK AIRWAYS PUBLIC COMPANY LIMITED,SET,Services,Transportation & Logistics,Transport,TRANS,,
BAFS,BANGKOK AVIATION FUEL SERVICES PCL.,SET,Resources,Energy & Utilities,Energy,ENERG,,
BANPU,BANPU PUBLIC COMPANY LIMITED,SET,Resources,Energy & Utilities,Energy,ENERG,1,1
BANPU-W3,BANPU PUBLIC COMPANY LIMITED,SET,Resources,Energy & Utilities,Energy,ENERG,,
BAT-3K,THAI STORAGE BATTERY PUBLIC COMPANY LIMITED,SET,Industrials,Automotive,ZNOT,AUTO,,
BAY,BANK OF AYUDHYA PUBLIC COMPANY LIMITED,SET,Financials,Banking,BankBig,BANK,,
BBL,BANGKOK BANK PUBLIC COMPANY LIMITED,SET,Financials,Banking,BankBig,BANK,1,1
BCH,BANGKOK CHAIN HOSPITAL PUBLIC COMPANY LIMITED,SET,Services,Health Care Services,Health Care,HELTH,,1
BCP,THE BANGCHAK PETROLEUM PUBLIC COMPANY LIMITED,SET,Resources,Energy & Utilities,Refinery,ENERG,,1
BCPG,BCPG PUBLIC COMPANY LIMITED,SET,Resources,Energy & Utilities,Energy,ENERG,,1
BCT,BIRLA CARBON (THAILAND) PUBLIC COMPANY LIMITED,SET,Industrials,Petrochemicals & Chemicals,Petro,PETRO,,
BDMS,BANGKOK DUSIT MEDICAL SERVICES PUBLIC COMPANY LIMITED,SET,Services,Health Care Services,Health Care,HELTH,1,1
BEAUTY,BEAUTY COMMUNITY PUBLIC COMPANY LIMITED,SET,Services,Commerce,Commerce,COMM,,1
BEC,BEC WORLD PUBLIC COMPANY LIMITED,SET,Services,Media & Publishing,Media,MEDIA,,1
BECL,BANGKOK EXPRESSWAY PUBLIC COMPANY LIMITED,SET,Services,Transportation & Logistics,Transport,TRANS,,
BEM,BANGKOK EXPRESSWAY AND METRO PUBLIC COMPANY LIMITED,SET,Services,Transportation & Logistics,Transport,TRANS,1,1
BFIT,"BANGKOK FIRST INVESTMENT & TRUST PUBLIC CO.,LTD.",SET,Financials,Finance and Securities,Broker,FIN,,
BGC,BG CONTAINER GLASS PUBLIC COMPANY LIMITED,SET,Industrials,Packaging,Packaging,PKG,,
BGH,BANGKOK DUSIT MEDICAL SERVICES PUBLIC COMPANY LIMITED,SET,Services,Health Care Services,Health Care,HELTH,,
BGRIM,B.GRIMM POWER PUBLIC COMPANY LIMITED,SET,Resources,Energy & Utilities,Energy,ENERG,1,1
BGT,BGT CORPORATION PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
BH,BUMRUNGRAD HOSPITAL PUBLIC COMPANY LIMITED,SET,Services,Health Care Services,Health Care,HELTH,1,1
BIG,BIG CAMERA CORPORATION PUBLIC COMPANY LIMITED,SET,Services,Commerce,Commerce,COMM,,
BIGC,BIG C SUPERCENTER PUBLIC COMPANY LIMITED,SET,Services,Commerce,Commerce,COMM,,
BIZ,BUSINESS ALIGNMENT PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
BJC,BERLI JUCKER PUBLIC COMPANY LIMITED,SET,Services,Commerce,Commerce,COMM,1,1
BJCHI,BJC HEAVY INDUSTRIES PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,CONS,CONS,,
BKD,BANGKOK DEC-CON PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
BKD-W1,BANGKOK DEC-CON PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
BKD-W2,BANGKOK DEC-CON PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
BKI,BANGKOK INSURANCE PUBLIC COMPANY LIMITED,SET,Financials,Insurance,Insurance,INSUR,,
BKKCP,BANGKOK COMMERCIAL PROPERTY FUND,SET,Property & Construction,Property Fund,ZNOT,PFUND,,
BLA,BANGKOK LIFE ASSURANCE PUBLIC COMPANY LIMITED,SET,Financials,Insurance,Insurance,INSUR,,
BLAND,BANGKOK LAND PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,PROPERTY,PROP,,1
BLAND-W2,BANGKOK LAND PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,PROPERTY,PROP,,
BLAND-W3,BANGKOK LAND PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,PROPERTY,PROP,,
BLAND-W4,BANGKOK LAND PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,PROPERTY,PROP,,
BLISS,BLISS-TEL PUBLIC COMPANY LIMITED,SET,Technology,Information & Communication Technology,ZNOT,ICT,,
BLISS-W1,BLISS-TEL PUBLIC COMPANY LIMITED,SET,Technology,Information & Communication Technology,ZNOT,ICT,,
BM,BANGKOK SHEET METAL PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
